-0.3613611360947233, -0.36136113609472353, -0.5902561712741823, -0.006792424931371624
-0.36148697191901635, -0.3612358985206351, -0.5902566185660075, -0.006763578204535702
-0.3616123295544983, -0.3611123153533009, -0.5902579452769565, -0.006677282943890606
-0.36173612167775593, -0.36099141375594557, -0.5902601064272515, -0.006534271842290623
-0.3618572600785286, -0.3608741839403833, -0.5902630287467078, -0.006335759164274012
-0.3619746661457952, -0.36076157200301373, -0.5902666131585402, -0.00608343047002857
-0.36208728171138693, -0.3606544735734285, -0.5902707381380474, -0.005779428347217416
-0.36219408010212084, -0.3605537282724265, -0.5902752638323698, -0.005426334268111966
-0.3622940772366847, -0.3604601149564859, -0.5902800368017089, -0.005027146721829324
-0.3623863425924896, -0.36037434770853827, -0.5902848952213158, -0.0045852558028767285
-0.36247000986092714, -0.36029707252079235, -0.5902896743679297, -0.004104414467417722
-0.362544287107193, -0.36022886460466663, -0.5902942122046662, -0.003588706697427873
-0.36260846625332055, -0.36017022625593464, -0.5902983548750087, -0.003042512839924415
-0.36266193171030703, -0.36012158520003423, -0.5903019619196044, -0.002470472413447076
-0.36270416799711214, -0.36008329334312794, -0.5903049110389447, -0.0018774446966485089
-0.3627347662006154, -0.3600556258587715, -0.5903071022403957, -0.001268467433941458
-0.36275342915094133, -0.36003878054763994, -0.5903084612289041, -0.0006487140103791925
-0.3627599752103374, -0.36003287741827517, -0.5903089419263533, -2.344946207694332e-05
-0.362754340600438, -0.36003795844970354, -0.5903085280341008, 0.0006020143006919629
-0.3627365802214698, -0.360053987511459, -0.5903072335856748, 0.001222363673233022
-0.3627068669470219, -0.3600808504323235, -0.590305102470889, 0.0018323285507313618
-0.36266548940847154, -0.36011835522526225, -0.5903022069475112, 0.0024267271487103215
-0.3626128483133072, -0.3601662324918742, -0.5902986451909896, 0.0030005100647477025
-0.36254945137042194, -0.36022413604446046, -0.5902945379653601, 0.0035488032036430045
-0.36247590692228393, -0.36029164379685197, -0.5902900245282773, 0.004066949198800554
-0.36239291640791127, -0.3603682589858628, -0.5902852579090686, 0.004550546976483357
-0.36230126580117605, -0.3604534117930498, -0.5902803997199746, 0.004995489126598337
-0.36220181618558056, -0.36054646144099367, -0.5902756146765429, 0.005397996763556728
-0.3620954936388966, -0.36064669883923317, -0.5902710650129852, 0.005754651583250218
-0.361983278608646, -0.3607533498521234, -0.5902669049818458, 0.006062424847013167
-0.36186619496223615, -0.3608655792541994, -0.5902632756244446, 0.006318703050316123
-0.3617452988936499, -0.36098249542823235, -0.5902602999893592, 0.006521310062568745
-0.3616216678621257, -0.3611031558472897, -0.5902580789609974, 0.006668525554522538
-0.3614963897275626, -0.3612265733651444, -0.5902566878396284, 0.006759099561088422
-0.3613705522328824, -0.3613517233197886, -0.5902561737887593, 0.006792263059672193
-0.36124523296586664, -0.361477551433229, -0.5902565542363455, 0.006767734477147725
-0.3611214899126769, -0.3616029824677979, -0.5902578162840072, 0.006685722072117104
-0.36100035269310504, -0.3617269295757001, -0.5902599171442666, 0.006546922172942883
-0.36088281454437265, -0.36184830425518033, -0.5902627855909928, 0.006352513285985094
-0.3607698250967305, -0.36196602680431167, -0.5902663243739091, 0.006104146122340772
-0.36066228396106137, -0.3620790371427919, -0.5902704135153568, 0.00580392962497157
-0.3605610351268479, -0.3621863058539758, -0.5902749143775996, 0.005454413111212434
-0.3604668621489412, -0.3622868452843464, -0.5902796743628377, 0.005058564678065545
